,Ano,UF,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
118764,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1416.0
118767,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1566.0
118768,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1560.0
118769,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1000.0
118770,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,874.0
118772,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,650.0
118774,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,516.0
118775,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1031.0
118776,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1275.0
118777,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,400.0
118779,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5000.0
118784,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,500.0
118785,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,533.0
118786,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2350.0
118787,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1133.0
118788,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,725.0
118789,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1250.0
118792,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1175.0
118793,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1150.0
118795,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1083.0
118796,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1833.0
118799,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1300.0
118804,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2625.0
118805,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1466.0
118806,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1400.0
118811,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1450.0
118812,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
118816,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1025.0
118817,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1250.0
118818,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1066.0
118819,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1275.0
118820,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1200.0
118823,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1275.0
118824,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1050.0
118826,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,790.0
118830,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1032.0
118831,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1150.0
118833,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,983.0
118837,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1074.0
118838,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1350.0
118843,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,642.0
118845,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1181.0
118850,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1250.0
118851,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2000.0
118852,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,963.0
118857,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,366.0
118858,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,400.0
118859,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,925.0
118861,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,902.0
118862,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1166.0
118864,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1187.0
118865,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1700.0
118867,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1633.0
118870,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,840.0
118871,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,875.0
118872,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,466.0
118873,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
118874,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1175.0
118875,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1274.0
118876,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1500.0
118880,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1000.0
118887,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1333.0
118890,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,500.0
118891,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,875.0
118892,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1800.0
118893,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1166.0
118895,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2666.0
118896,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2600.0
118898,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1125.0
118899,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,3500.0
118900,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,2000.0
118905,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1189.0
118909,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1157.0
118910,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,875.0
118913,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2500.0
118914,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,750.0
118915,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2000.0
118916,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1425.0
118917,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
118918,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,5400.0
118920,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1250.0
118922,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,700.0
118924,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,6362.0
118925,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,465.0
118926,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,4700.0
118927,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1065.0
118931,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2500.0
118932,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,943.0
118933,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,666.0
118934,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,2100.0
118935,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1300.0
118938,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1515.0
118939,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2366.0
118941,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1153.0
118942,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1175.0
118943,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
118946,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,481.0
118947,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,950.0
118948,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,0.0
118950,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2500.0
118951,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1733.0
118953,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,662.0
118954,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,762.0
118955,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1360.0
118957,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Sim ,983.0
118959,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,6500.0
118962,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,550.0
118963,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1241.0
118965,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,945.0
118970,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1149.0
118971,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,551.0
118977,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,543.0
118985,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1635.0
118989,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3174.0
118991,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1450.0
118993,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2200.0
118996,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5500.0
118998,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1216.0
118999,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1391.0
119001,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
119002,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1283.0
119003,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,900.0
119004,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1240.0
119005,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,525.0
119008,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2333.0
119014,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,987.0
119015,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,406.0
119016,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,2000.0
119017,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,0.0
119020,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2900.0
119024,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,820.0
119026,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1214.0
119031,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1333.0
119032,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1458.0
119035,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,800.0
119037,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2000.0
119040,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1541.0
119043,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,600.0
119044,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1241.0
119046,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,3000.0
119061,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,674.0
119062,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1223.0
119063,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,968.0
119067,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,900.0
119068,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3400.0
119070,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1650.0
119071,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
119078,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3000.0
119081,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
119082,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Não,Não,Não,882.0
119086,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,650.0
119088,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1750.0
119089,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1262.0
119097,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1050.0
119098,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,825.0
119101,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,864.0
119109,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,975.0
119111,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3650.0
119112,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1200.0
119119,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1466.0
119126,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2433.0
119127,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3333.0
119128,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3500.0
119131,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3000.0
119137,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2712.0
119143,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,544.0
119144,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1200.0
119145,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2500.0
119146,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3625.0
119150,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,850.0
119153,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,744.0
119154,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,500.0
119157,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1100.0
119158,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,825.0
119161,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,724.0
119164,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1080.0
119166,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1216.0
119173,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,641.0
119177,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,525.0
119185,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2500.0
119188,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1000.0
119192,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Sim ,2000.0
119194,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,7850.0
119195,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,6666.0
119197,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,7700.0
119199,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3900.0
119200,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Sim ,10000.0
119201,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2362.0
119204,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2800.0
119209,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,900.0
119212,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2210.0
119213,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,750.0
119215,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,5625.0
119216,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1255.0
119221,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,0.0
119224,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1364.0
119225,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1393.0
119226,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1808.0
119229,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,340.0
119233,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,700.0
119235,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2020.0
119239,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,301.0
119240,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1158.0
119243,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,0.0
119252,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,640.0
119254,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,400.0
119255,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2206.0
119256,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4350.0
119258,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
119261,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3500.0
119262,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2383.0
119263,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,980.0
119266,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2100.0
119271,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,10000.0
119281,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
119282,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1225.0
119284,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,833.0
119287,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,425.0
119289,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,875.0
119290,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,0.0
119292,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1533.0
119293,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1650.0
119294,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1652.0
119297,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1756.0
119299,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2016.0
119303,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2433.0
119304,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,144.0
119305,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
119308,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1150.0
119313,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,862.0
119316,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,460.0
119317,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1141.0
119318,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,724.0
119320,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,1175.0
119322,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2033.0
119323,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,687.0
119334,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1048.0
119336,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,816.0
119338,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,525.0
119339,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,556.0
119340,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
119341,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,637.0
119342,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,933.0
119346,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1316.0
119348,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1066.0
119349,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1400.0
119353,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2725.0
119356,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,718.0
119368,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,3500.0
119378,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,0.0
119379,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,649.0
119384,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,749.0
119385,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,401.0
119392,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,951.0
119393,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,589.0
119395,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,250.0
119396,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,700.0
119400,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,774.0
119401,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1700.0
119402,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1750.0
119403,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
119405,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1500.0
119407,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,550.0
119408,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,997.0
119411,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,750.0
119413,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2500.0
119414,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2375.0
119416,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,796.0
119420,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,240.0
119424,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1241.0
119426,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,433.0
119427,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2600.0
119428,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,4000.0
119429,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,843.0
119430,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,490.0
119431,2014,Santa Catarina,Sim,Não,Não,Sim ,Não,Sim ,Não,600.0
119432,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,950.0
119433,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3500.0
119437,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,355.0
119451,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2908.0
119464,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
119475,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1183.0
119480,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,630.0
119482,2014,Santa Catarina,Sim,Não,Sim ,Sim ,Não,Sim ,Não,724.0
119484,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,10240.0
119489,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1200.0
119493,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,837.0
119496,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,884.0
119499,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,804.0
119511,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1260.0
119513,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,612.0
119516,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,750.0
119519,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2137.0
119521,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,261.0
119523,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,790.0
119529,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2400.0
119532,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,4166.0
