,Ano,UF,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
132453,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,241.0
132454,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1193.0
132455,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1062.0
132456,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1139.0
132457,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,543.0
132474,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,650.0
132476,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,381.0
132480,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,1716.0
132481,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,750.0
132497,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1450.0
132501,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Sim ,Não,2912.0
132508,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,766.0
132510,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1687.0
132511,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,356.0
132512,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,987.0
132513,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,525.0
132514,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1400.0
132515,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1550.0
132516,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1982.0
132517,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,503.0
132518,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2433.0
132519,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1300.0
132521,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2200.0
132522,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2560.0
132523,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,6950.0
132524,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1508.0
132526,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,4033.0
132527,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,566.0
132528,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,800.0
132529,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
132530,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,677.0
132531,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3362.0
132533,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1349.0
132537,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,306.0
132549,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,6000.0
132550,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2600.0
132553,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2666.0
132554,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2857.0
132556,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,8240.0
132557,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1416.0
132558,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1106.0
132561,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1037.0
132573,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,333.0
132575,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Não,Sim ,Não,701.0
132578,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3374.0
132590,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1800.0
132593,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1575.0
132597,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1818.0
132610,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,2000.0
132623,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,487.0
132624,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,762.0
132626,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,692.0
132635,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,489.0
132637,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1081.0
132639,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,436.0
132641,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,437.0
132642,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,426.0
132644,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1734.0
132647,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1200.0
132649,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1000.0
132650,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,414.0
132652,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1650.0
132655,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Não,Sim ,Não,308.0
132657,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,762.0
132658,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,10000.0
132661,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2462.0
132662,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,6100.0
132663,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1224.0
132665,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2357.0
132666,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1974.0
132668,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,669.0
132669,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,724.0
132672,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,482.0
132683,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
132687,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1112.0
132688,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,100.0
132689,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,519.0
132697,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,218.0
132698,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,784.0
132705,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3000.0
132706,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4614.0
132707,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1400.0
132708,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3333.0
132709,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Sim ,Não,650.0
132710,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,650.0
132711,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2300.0
132713,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,3500.0
132714,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,466.0
132715,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1857.0
132720,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3677.0
132723,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1666.0
132724,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Sim ,6000.0
132726,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,8150.0
132727,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,9500.0
132729,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
132730,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4000.0
132732,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1250.0
132734,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,824.0
132735,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4100.0
132736,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2800.0
132740,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3000.0
132741,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1200.0
132743,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,900.0
132746,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2924.0
132747,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2300.0
132748,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1465.0
132749,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2612.0
132751,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1600.0
132752,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4500.0
132754,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1750.0
132755,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,1112.0
132760,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1333.0
132765,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1133.0
132766,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,517.0
132767,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,185.0
132769,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,640.0
132770,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,468.0
132772,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1500.0
132776,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2175.0
132777,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2526.0
132778,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,712.0
132780,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1762.0
132781,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,799.0
132783,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1618.0
132785,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2675.0
132786,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1166.0
132787,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2800.0
132789,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1612.0
132790,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,650.0
132795,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1281.0
132796,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,880.0
132798,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,6300.0
132799,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,350.0
132800,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,666.0
132801,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1200.0
132803,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2666.0
132804,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1150.0
132806,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1040.0
132807,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
132808,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,340.0
132809,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,975.0
132810,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,866.0
132811,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,575.0
132812,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1200.0
132813,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,725.0
132815,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1533.0
132816,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,908.0
132817,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,5700.0
132822,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1925.0
132823,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,6500.0
132824,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1800.0
132831,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1666.0
132833,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1066.0
132834,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,5000.0
132839,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,36.0
132840,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1092.0
132842,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,566.0
132843,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,949.0
132844,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,625.0
132845,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,886.0
132846,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1580.0
132848,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Não,Não,1125.0
132849,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1174.0
132852,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,551.0
132856,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,650.0
132857,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,933.0
132858,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1184.0
132859,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,650.0
132860,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1075.0
132861,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,625.0
132863,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,475.0
132865,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,751.0
132866,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1466.0
132868,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1333.0
132869,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,741.0
132873,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,800.0
132878,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,666.0
132882,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,500.0
132884,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1450.0
132888,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,404.0
132890,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,400.0
132891,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1050.0
132895,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1000.0
132896,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,133.0
132900,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1266.0
132901,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,662.0
132902,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,377.0
132904,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,549.0
132907,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,653.0
132908,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,36.0
132912,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,782.0
132913,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,525.0
132915,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3500.0
132917,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1666.0
132922,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1050.0
132923,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3400.0
132925,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2100.0
132926,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1050.0
132929,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,6150.0
132932,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,616.0
132934,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,974.0
132937,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1660.0
132943,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,880.0
132945,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1833.0
132946,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,6925.0
132947,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,10000.0
132951,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2420.0
132954,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2550.0
132955,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1299.0
132961,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2224.0
132965,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2600.0
132967,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1387.0
132968,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,200.0
132972,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,950.0
132973,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1100.0
132974,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,866.0
132975,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,600.0
132977,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,480.0
132978,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2050.0
132981,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,381.0
132985,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,166.0
132986,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,370.0
132988,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,1025.0
132995,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1112.0
132996,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,890.0
132997,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,800.0
132999,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
133000,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,883.0
133004,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,933.0
133005,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1460.0
133006,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2150.0
133007,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1066.0
133009,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1450.0
133015,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,750.0
133020,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,500.0
133023,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,883.0
133024,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
133026,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,144.0
133028,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1331.0
133031,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Não,Não,700.0
133032,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1124.0
133034,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,500.0
133036,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,900.0
133038,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
133042,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
133044,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
133047,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
133048,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1350.0
133050,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1487.0
133054,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,670.0
133056,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,400.0
133062,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,570.0
133064,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,1250.0
133065,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1050.0
133067,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1200.0
133071,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,562.0
133072,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1612.0
133073,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,600.0
133074,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,424.0
133079,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1400.0
133081,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,2112.0
133082,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,800.0
133083,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,525.0
133085,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,893.0
133090,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,676.0
133091,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1265.0
133095,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1350.0
133098,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1582.0
133099,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,200.0
133100,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,2250.0
133102,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3850.0
133103,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1650.0
133104,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1200.0
133105,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
133107,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,5000.0
133109,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2250.0
133110,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,666.0
133112,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,6400.0
133115,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,96.0
133118,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1775.0
133119,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5121.0
133121,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1448.0
