,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,Renda_mensal,microcomputador,Tablet,outro_equipamento
118869,2013,SC,Não,Não,Não,,,,339.0,,,
118874,2013,SC,Não,Sim,Sim ,Não,Sim ,Sim ,2000.0,Sim ,Sim ,Não
118878,2013,SC,Não,Sim,Não,,,,1975.0,,,
118880,2013,SC,Não,Sim,Não,,,,1250.0,,,
118885,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,3000.0,Sim ,Não,Não
118891,2013,SC,Não,Não,Não,,,,175.0,,,
118892,2013,SC,Não,Não,Sim ,Não,Não,Sim ,222.0,Sim ,Não,Não
118893,2013,SC,Sim,Não,Não,,,,503.0,,,
118895,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,869.0,Sim ,Não,Não
118896,2013,SC,Não,Não,Não,,,,620.0,,,
118897,2013,SC,Sim,Não,Não,,,,790.0,,,
118898,2013,SC,Não,Não,Sim ,Não,Sim ,Não,468.0,Sim ,Não,Não
118899,2013,SC,Não,Sim,Não,,,,2000.0,,,
118900,2013,SC,Não,Não,Não,,,,339.0,,,
118901,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,759.0,Sim ,Não,Não
118902,2013,SC,Sim,Sim,Sim ,Não,Sim ,Sim ,1276.0,Sim ,Não,Não
118905,2013,SC,Não,Sim,Não,,,,600.0,,,
118906,2013,SC,Não,Sim,Não,,,,1500.0,,,
118907,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,726.0,Sim ,Não,Não
118908,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1018.0,Sim ,Não,Não
118910,2013,SC,Não,Não,Sim ,Não,Não,Sim ,492.0,Sim ,Não,Não
118911,2013,SC,Não,Não,Não,,,,700.0,,,
118912,2013,SC,Não,Sim,Não,,,,659.0,,,
118913,2013,SC,Não,Sim,Não,,,,325.0,,,
118915,2013,SC,Não,Não,Não,,,,619.0,,,
118917,2013,SC,Não,Não,Não,,,,750.0,,,
118918,2013,SC,Não,Não,Não,,,,339.0,,,
118919,2013,SC,Não,Não,Não,,,,452.0,,,
118921,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1360.0,Sim ,Não,Não
118922,2013,SC,Não,Sim,Não,,,,451.0,,,
118923,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1339.0,Sim ,Não,Não
118925,2013,SC,Não,Não,Não,,,,400.0,,,
118926,2013,SC,Não,Não,Não,,,,678.0,,,
118927,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,459.0,Sim ,Não,Não
118931,2013,SC,Não,Não,Não,,,,328.0,,,
118939,2013,SC,Não,Sim,Não,,,,0.0,,,
118948,2013,SC,Não,Sim,Não,,,,800.0,,,
118954,2013,SC,Não,Sim,Não,,,,1450.0,,,
118955,2013,SC,Não,Sim,Não,,,,808.0,,,
118956,2013,SC,Não,Sim,Não,,,,197.0,,,
118958,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,339.0,Sim ,Não,Não
118959,2013,SC,Não,Sim,Não,,,,678.0,,,
118961,2013,SC,Não,Sim,Não,,,,606.0,,,
118963,2013,SC,Não,Sim,Não,,,,508.0,,,
118964,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
118966,2013,SC,Não,Não,Sim ,Sim ,Sim ,Sim ,1500.0,Sim ,Não,Não
118967,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2756.0,Sim ,Não,Não
118968,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,618.0,Sim ,Não,Não
118969,2013,SC,Não,Não,Não,,,,400.0,,,
118970,2013,SC,,,Sim ,Não,Não,Sim ,195.0,Sim ,Não,Não
118971,2013,SC,Não,Sim,Não,,,,707.0,,,
118972,2013,SC,Não,Não,Não,,,,400.0,,,
118973,2013,SC,Não,Sim,Não,,,,228.0,,,
118974,2013,SC,Não,Sim,Não,,,,848.0,,,
118975,2013,SC,Não,Sim,Não,,,,332.0,,,
118976,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,466.0,Não,Não,Não
118977,2013,SC,Não,Sim,Não,,,,437.0,,,
118978,2013,SC,Não,Sim,Não,,,,66.0,,,
118979,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,452.0,Sim ,Não,Não
118980,2013,SC,,,Não,,,,620.0,,,
118981,2013,SC,Não,Sim,Não,,,,789.0,,,
118982,2013,SC,Não,Sim,Não,,,,114.0,,,
118983,2013,SC,Não,Sim,Não,,,,139.0,,,
118984,2013,SC,Não,Sim,Não,,,,0.0,,,
118985,2013,SC,Não,Sim,Não,,,,399.0,,,
118988,2013,SC,Não,Sim,Não,,,,542.0,,,
118989,2013,SC,Não,Sim,Não,,,,775.0,,,
118990,2013,SC,Não,Sim,Não,,,,358.0,,,
118991,2013,SC,Não,Sim,Não,,,,276.0,,,
118993,2013,SC,,,,,,,800.0,,,
118994,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,919.0,Sim ,Não,Não
118996,2013,SC,Não,Sim,Não,,,,200.0,,,
118997,2013,SC,Não,Não,Não,,,,1356.0,,,
118998,2013,SC,Não,Sim,Não,,,,1800.0,,,
119001,2013,SC,Não,Não,Não,,,,200.0,,,
119002,2013,SC,Não,Não,Não,,,,285.0,,,
119004,2013,SC,Não,Sim,Não,,,,420.0,,,
119005,2013,SC,Não,Sim,Não,,,,678.0,,,
119006,2013,SC,,,,,,,659.0,,,
119007,2013,SC,Não,Sim,Não,,,,1133.0,,,
119008,2013,SC,Não,Sim,Não,,,,2452.0,,,
119009,2013,SC,Não,Sim,Não,,,,426.0,,,
119010,2013,SC,Não,Sim,Não,,,,678.0,,,
119011,2013,SC,Não,Sim,Não,,,,678.0,,,
119012,2013,SC,Não,Sim,Não,,,,1000.0,,,
119014,2013,SC,Não,Sim,Não,,,,678.0,,,
119015,2013,SC,Não,Sim,Não,,,,344.0,,,
119016,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
119017,2013,SC,Não,Sim,Não,,,,226.0,,,
119018,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,444.0,Sim ,Não,Não
119019,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,678.0,Sim ,Não,Não
119020,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,450.0,Sim ,Não,Não
119022,2013,SC,Não,Sim,Não,,,,425.0,,,
119024,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,666.0,Sim ,Não,Não
119025,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,726.0,Sim ,Não,Não
119026,2013,SC,Não,Sim,Não,,,,725.0,,,
119028,2013,SC,Não,Sim,Não,,,,1039.0,,,
119032,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,3000.0,Sim ,Não,Não
119033,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,910.0,Sim ,Não,Não
119035,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1980.0,Sim ,Não,Não
119039,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1833.0,Sim ,Não,Não
119040,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1095.0,Sim ,Não,Não
119041,2013,SC,Sim,Sim,Sim ,Não,Sim ,Sim ,1788.0,Sim ,Sim ,Não
119043,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2500.0,Sim ,Não,Não
119044,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2333.0,Sim ,Não,Não
119045,2013,SC,Não,Não,Não,,,,700.0,,,
119046,2013,SC,Sim,Não,Não,,,,760.0,,,
119047,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3500.0,Sim ,Não,Não
119050,2013,SC,Não,Sim,Não,,,,3678.0,,,
119051,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,1833.0,Sim ,Não,Não
119053,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,2700.0,Sim ,Não,Não
119054,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,1750.0,Sim ,Não,Não
119055,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
119059,2013,SC,Sim,Não,Não,,,,1083.0,,,
119060,2013,SC,Não,Não,Não,,,,0.0,,,
119061,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1833.0,Sim ,Não,Não
119062,2013,SC,Não,Não,Não,,,,800.0,,,
119066,2013,SC,Não,Sim,Não,,,,1300.0,,,
119067,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1600.0,Sim ,Sim ,Não
119068,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1025.0,Sim ,Não,Não
119069,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1000.0,Sim ,Não,Não
119070,2013,SC,Sim,Não,Não,,,,310.0,,,
119071,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1400.0,Sim ,Não,Não
119072,2013,SC,Não,Não,Não,,,,735.0,,,
119073,2013,SC,Não,Sim,Não,,,,566.0,,,
119075,2013,SC,Sim,Não,Não,,,,984.0,,,
119076,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,550.0,Não,Não,Não
119078,2013,SC,Não,Não,Sim ,Não,Não,Não,566.0,Sim ,Não,Não
119079,2013,SC,Não,Não,Sim ,Não,Não,Sim ,780.0,Sim ,Não,Não
119080,2013,SC,Não,Não,Não,,,,832.0,,,
119081,2013,SC,Sim,Não,Não,,,,725.0,,,
119082,2013,SC,Não,Não,Sim ,Não,Não,Não,1000.0,Sim ,Não,Não
119083,2013,SC,Não,Não,Não,,,,1400.0,,,
119084,2013,SC,Sim,Não,Não,,,,245.0,,,
119085,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1277.0,Sim ,Não,Não
119086,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,357.0,Sim ,Não,Não
119087,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1660.0,Sim ,Não,Não
119088,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,3500.0,Sim ,Não,Não
119090,2013,SC,Não,Não,Sim ,Não,Não,Sim ,3400.0,Sim ,Não,Não
119091,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2250.0,Sim ,Não,Não
119093,2013,SC,Não,Não,Não,,,,600.0,,,
119094,2013,SC,Não,Sim,Não,,,,2875.0,,,
119095,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3200.0,Sim ,Não,Não
119096,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2849.0,Sim ,Não,Não
119097,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,4600.0,Sim ,Não,Não
119098,2013,SC,Não,Sim,Não,,,,950.0,,,
119099,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1800.0,Sim ,Não,Não
119100,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1300.0,Sim ,Sim ,Não
119101,2013,SC,Não,Não,Não,,,,700.0,,,
119102,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1850.0,Sim ,Não,Não
119104,2013,SC,Não,Não,Sim ,Não,Não,Sim ,850.0,Sim ,Não,Não
119107,2013,SC,Não,Sim,Não,,,,2333.0,,,
119118,2013,SC,Não,Sim,Não,,,,900.0,,,
119122,2013,SC,Não,Sim,Não,,,,785.0,,,
119124,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
119125,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,950.0,Sim ,Não,Não
119126,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,6750.0,Sim ,Não,Não
119128,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,3250.0,Sim ,Sim ,Sim 
119129,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,1750.0,Sim ,Sim ,Não
119131,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,7839.0,Sim ,Sim ,Não
119132,2013,SC,Não,Não,Sim ,Não,Não,Sim ,6900.0,Sim ,Não,Não
119133,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2600.0,Sim ,Não,Não
119134,2013,SC,Não,Não,Não,,,,1948.0,,,
119135,2013,SC,Sim,Não,Não,,,,4500.0,,,
119137,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1543.0,Sim ,Não,Não
119138,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,920.0,Sim ,Não,Não
119140,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,1375.0,Não,Não,Não
119142,2013,SC,Não,Não,Não,,,,939.0,,,
119143,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1663.0,Sim ,Não,Não
119144,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,558.0,Não,Não,Não
119145,2013,SC,Não,Não,Não,,,,540.0,,,
119146,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,269.0,Sim ,Não,Não
119147,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1750.0,Não,Não,Não
119148,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1103.0,Sim ,Não,Não
119150,2013,SC,Não,Não,Não,,,,1148.0,,,
119152,2013,SC,Não,Sim,Não,,,,1181.0,,,
119153,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,801.0,Sim ,Não,Não
119154,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1570.0,Sim ,Não,Não
119156,2013,SC,Não,Não,Sim ,Não,Não,Sim ,796.0,Sim ,Não,Não
119157,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,575.0,Não,Não,Não
119158,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,640.0,Sim ,Não,Não
119159,2013,SC,Não,Não,Não,,,,1039.0,,,
119161,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1600.0,Sim ,Sim ,Não
119162,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2518.0,Sim ,Não,Não
119163,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1350.0,Sim ,Não,Não
119164,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,3000.0,Sim ,Não,Não
119166,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1039.0,Sim ,Sim ,Não
119167,2013,SC,Não,Não,Não,,,,3000.0,,,
119168,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1875.0,Sim ,Não,Sim 
119169,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,850.0,Sim ,Não,Não
119170,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,4169.0,Sim ,Não,Não
119173,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1669.0,Sim ,Sim ,Não
119174,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,28000.0,Sim ,Não,Sim 
119175,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,5666.0,Sim ,Não,Não
119176,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2400.0,Sim ,Não,Não
119177,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1150.0,Sim ,Não,Não
119178,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,2300.0,Sim ,Não,Não
119179,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,2500.0,Sim ,Não,Não
119181,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1600.0,Sim ,Não,Não
119182,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2000.0,Sim ,Sim ,Não
119183,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3900.0,Sim ,Sim ,Não
119185,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
119186,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1666.0,Sim ,Sim ,Não
119187,2013,SC,Não,Não,Não,,,,2500.0,,,
119188,2013,SC,,,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
119189,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1100.0,Sim ,Não,Não
119190,2013,SC,Sim,Não,Sim ,Não,Não,Não,647.0,Sim ,Não,Não
119191,2013,SC,Não,Não,Não,,,,1600.0,,,
119192,2013,SC,Sim,Sim,Não,,,,1625.0,,,
119193,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1618.0,Sim ,Não,Não
119194,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1161.0,Sim ,Não,Não
119195,2013,SC,Não,Não,Não,,,,1175.0,,,
119196,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1853.0,Não,Não,Não
119197,2013,SC,Não,Não,Não,,,,1500.0,,,
119198,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1289.0,Não,Não,Não
119199,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,837.0,Sim ,Não,Não
119200,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,666.0,Sim ,Sim ,Não
119201,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1007.0,Sim ,Não,Não
119202,2013,SC,Não,Não,Não,,,,796.0,,,
119203,2013,SC,Sim,Não,Não,,,,1300.0,,,
119205,2013,SC,Sim,Não,Não,,,,3500.0,,,
119210,2013,SC,Não,Não,Não,,,,1180.0,,,
119212,2013,SC,Não,Não,Não,,,,848.0,,,
119213,2013,SC,Não,Não,Não,,,,759.0,,,
119214,2013,SC,Não,Não,Não,,,,870.0,,,
119217,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1500.0,Sim ,Não,Não
119220,2013,SC,Não,Não,Sim ,Não,Não,Sim ,3500.0,Sim ,Não,Não
119224,2013,SC,Não,Sim,Não,,,,700.0,,,
119226,2013,SC,Não,Não,Não,,,,1028.0,,,
119227,2013,SC,Não,Sim,Não,,,,4300.0,,,
119228,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1266.0,Sim ,Não,Sim 
119230,2013,SC,Não,Não,Não,,,,288.0,,,
119231,2013,SC,Não,Não,Não,,,,726.0,,,
119233,2013,SC,Não,Não,Não,,,,100.0,,,
119234,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1120.0,Sim ,Não,Não
119235,2013,SC,Não,Sim,Não,,,,489.0,,,
119236,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,400.0,Sim ,Sim ,Não
119237,2013,SC,Não,Sim,Não,,,,678.0,,,
119238,2013,SC,Não,Sim,Não,,,,1199.0,,,
119239,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,421.0,Não,Não,Não
119242,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,904.0,Sim ,Não,Não
119244,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,166.0,Sim ,Não,Não
119245,2013,SC,,,Sim ,Sim ,Não,Sim ,1300.0,Sim ,Não,Não
119246,2013,SC,Não,Não,Não,,,,535.0,,,
119247,2013,SC,Não,Sim,Não,,,,804.0,,,
119248,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2090.0,Sim ,Não,Não
119249,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,752.0,Sim ,Não,Não
119250,2013,SC,,,Sim ,Sim ,Sim ,Sim ,800.0,Sim ,Não,Não
119251,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,460.0,Sim ,Não,Não
119252,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,866.0,Sim ,Não,Não
119253,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1100.0,Sim ,Sim ,Não
119254,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,472.0,Sim ,Sim ,Não
119255,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
119256,2013,SC,Sim,Não,Não,,,,934.0,,,
119257,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,390.0,Sim ,Não,Não
119258,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,826.0,Sim ,Não,Não
119259,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,689.0,Sim ,Não,Não
119260,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,939.0,Sim ,Não,Não
119261,2013,SC,Não,Sim,Não,,,,1589.0,,,
119262,2013,SC,Não,Sim,Não,,,,1356.0,,,
119263,2013,SC,Não,Sim,Não,,,,2156.0,,,
119264,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3000.0,Sim ,Sim ,Não
119265,2013,SC,Não,Não,Não,,,,678.0,,,
119266,2013,SC,Não,Sim,Não,,,,500.0,,,
119267,2013,SC,Não,Sim,Não,,,,389.0,,,
119268,2013,SC,Não,Sim,Não,,,,900.0,,,
119269,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,600.0,Sim ,Não,Não
119270,2013,SC,Não,Sim,Não,,,,225.0,,,
119271,2013,SC,Não,Sim,Não,,,,177.0,,,
119272,2013,SC,Não,Não,Não,,,,678.0,,,
119273,2013,SC,Não,Sim,Não,,,,184.0,,,
119274,2013,SC,Não,Não,Não,,,,678.0,,,
119275,2013,SC,Não,Sim,Não,,,,576.0,,,
119276,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1250.0,Sim ,Não,Não
119277,2013,SC,Não,Sim,Não,,,,710.0,,,
119278,2013,SC,Não,Sim,Não,,,,985.0,,,
119280,2013,SC,Não,Sim,Não,,,,266.0,,,
119281,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,426.0,Sim ,Não,Não
119282,2013,SC,Não,Não,Não,,,,389.0,,,
119283,2013,SC,Não,Sim,Não,,,,566.0,,,
119284,2013,SC,Não,Não,Não,,,,333.0,,,
119285,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,904.0,Sim ,Não,Não
119286,2013,SC,Não,Sim,Não,,,,839.0,,,
119287,2013,SC,Não,Sim,Não,,,,1356.0,,,
119288,2013,SC,Não,Sim,Não,,,,305.0,,,
119289,2013,SC,Não,Sim,Não,,,,726.0,,,
119290,2013,SC,Não,Sim,Não,,,,492.0,,,
119291,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,839.0,Sim ,Não,Não
119293,2013,SC,Não,Não,Não,,,,1000.0,,,
119294,2013,SC,Não,Sim,Não,,,,533.0,,,
119295,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,608.0,Não,Não,Não
119296,2013,SC,Não,Não,Sim ,Não,Não,Sim ,890.0,Sim ,Não,Não
119297,2013,SC,Não,Sim,Não,,,,829.0,,,
119298,2013,SC,Não,Sim,Não,,,,928.0,,,
119299,2013,SC,Não,Sim,Não,,,,339.0,,,
119301,2013,SC,Não,Não,Não,,,,1578.0,,,
119303,2013,SC,Não,Sim,Não,,,,487.0,,,
119305,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,225.0,Não,Não,Não
119306,2013,SC,Sim,Sim,Sim ,Não,Sim ,Não,858.0,Sim ,Não,Não
119307,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,15200.0,Sim ,Não,Não
119308,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,971.0,Sim ,Não,Não
119310,2013,SC,Sim,Sim,Não,,,,789.0,,,
119311,2013,SC,Não,Sim,Não,,,,1552.0,,,
119312,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,5190.0,Sim ,Não,Não
119313,2013,SC,Não,Sim,Não,,,,678.0,,,
119314,2013,SC,Não,Sim,Não,,,,710.0,,,
119315,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,944.0,Sim ,Não,Não
119316,2013,SC,Sim,Sim,Não,,,,1100.0,,,
119317,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,750.0,Sim ,Não,Não
119318,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,452.0,Sim ,Não,Não
119319,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1750.0,Sim ,Não,Não
119321,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,918.0,Sim ,Não,Não
119322,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,852.0,Sim ,Não,Não
119323,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,678.0,Sim ,Não,Não
119324,2013,SC,Não,Sim,Não,,,,1678.0,,,
119325,2013,SC,Não,Sim,Não,,,,678.0,,,
119326,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
119327,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,3100.0,Sim ,Não,Não
119329,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Não,Sim ,Não
119330,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,780.0,Sim ,Não,Não
119331,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,4000.0,Sim ,Não,Não
119332,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1008.0,Sim ,Não,Não
119334,2013,SC,Não,Sim,Não,,,,808.0,,,
119335,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,904.0,Sim ,Não,Não
119336,2013,SC,Não,Sim,Não,,,,904.0,,,
119337,2013,SC,Não,Sim,Não,,,,718.0,,,
119339,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,991.0,Sim ,Não,Não
119340,2013,SC,Não,Sim,Não,,,,509.0,,,
119341,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,847.0,Sim ,Não,Não
119342,2013,SC,Não,Não,Não,,,,678.0,,,
119343,2013,SC,Não,Sim,Não,,,,678.0,,,
119345,2013,SC,,,Não,,,,998.0,,,
119346,2013,SC,Não,Sim,Não,,,,226.0,,,
119347,2013,SC,Não,Não,Não,,,,678.0,,,
119348,2013,SC,Não,Sim,Não,,,,900.0,,,
119349,2013,SC,Não,Sim,Não,,,,803.0,,,
119350,2013,SC,Não,Sim,Não,,,,95.0,,,
119351,2013,SC,Não,Sim,Não,,,,1017.0,,,
119352,2013,SC,,,Não,,,,300.0,,,
119353,2013,SC,Não,Sim,Não,,,,625.0,,,
119354,2013,SC,Não,Sim,Não,,,,1392.0,,,
119356,2013,SC,Não,Sim,Não,,,,685.0,,,
119358,2013,SC,Não,Sim,Não,,,,372.0,,,
119359,2013,SC,Não,Sim,Não,,,,714.0,,,
119360,2013,SC,Não,Sim,Não,,,,1139.0,,,
119361,2013,SC,Não,Sim,Não,,,,678.0,,,
119363,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1475.0,Sim ,Não,Não
119364,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1045.0,Sim ,Não,Não
119365,2013,SC,Não,Sim,Não,,,,293.0,,,
119366,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,678.0,Sim ,Não,Não
119367,2013,SC,Não,Sim,Não,,,,1428.0,,,
119368,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1166.0,Sim ,Não,Não
119369,2013,SC,Não,Sim,Não,,,,517.0,,,
119370,2013,SC,Não,Sim,Não,,,,250.0,,,
119372,2013,SC,Não,Sim,Não,,,,692.0,,,
119373,2013,SC,Não,Sim,Não,,,,339.0,,,
119374,2013,SC,Sim,Sim,Não,,,,452.0,,,
119375,2013,SC,Não,Sim,Não,,,,1429.0,,,
119376,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1433.0,Sim ,Sim ,Não
119377,2013,SC,Não,Sim,Não,,,,989.0,,,
119378,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2326.0,Sim ,Não,Não
119379,2013,SC,Não,Sim,Não,,,,924.0,,,
119381,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1100.0,Sim ,Não,Não
119382,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,930.0,Sim ,Não,Não
