,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,Renda_mensal,microcomputador,Tablet,outro_equipamento
116050,2013,SC,Não,Sim,Não,,,,1292.0,,,
116051,2013,SC,Não,Sim,Não,,,,616.0,,,
116052,2013,SC,Não,Não,Não,,,,1278.0,,,
116053,2013,SC,Não,Não,Sim ,Não,Sim ,Não,1600.0,Sim ,Não,Não
116054,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,700.0,Sim ,Não,Não
116055,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3633.0,Sim ,Não,Não
116056,2013,SC,Sim,Sim,Não,,,,1875.0,,,
116057,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1428.0,Sim ,Não,Não
116058,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,433.0,Sim ,Não,Não
116059,2013,SC,Não,Sim,Não,,,,1369.0,,,
116060,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1033.0,Sim ,Não,Não
116061,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,933.0,Sim ,Não,Não
116062,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1095.0,Sim ,Não,Não
116063,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,746.0,Sim ,Não,Não
116064,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
116065,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,4939.0,Sim ,Não,Não
116066,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3352.0,Sim ,Não,Não
116067,2013,SC,Não,Sim,Não,,,,1017.0,,,
116069,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1660.0,Sim ,Sim ,Não
116070,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,839.0,Sim ,Não,Não
116071,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1062.0,Sim ,Não,Não
116072,2013,SC,Não,Sim,Não,,,,1700.0,,,
116073,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1333.0,Sim ,Não,Não
116075,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,3000.0,Sim ,Sim ,Não
116076,2013,SC,Não,Sim,Não,,,,490.0,,,
116077,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1139.0,Sim ,Não,Não
116078,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1433.0,Sim ,Não,Não
116079,2013,SC,Não,Sim,Não,,,,1200.0,,,
116080,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,637.0,Sim ,Sim ,Não
116081,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1228.0,Sim ,Não,Não
116082,2013,SC,Não,Sim,Não,,,,1000.0,,,
116083,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,4750.0,Sim ,Não,Não
116084,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2425.0,Sim ,Não,Não
116085,2013,SC,Não,Sim,Não,,,,978.0,,,
116087,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1533.0,Sim ,Não,Não
116088,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1900.0,Sim ,Não,Não
116089,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,911.0,Sim ,Não,Não
116090,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1186.0,Sim ,Não,Não
116091,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1566.0,Sim ,Não,Não
116093,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,812.0,Sim ,Não,Não
116095,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1000.0,Sim ,Não,Não
116096,2013,SC,,,Não,,,,678.0,,,
116097,2013,SC,Não,Sim,Não,,,,226.0,,,
116098,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,392.0,Sim ,Não,Não
116099,2013,SC,Não,Sim,Não,,,,1304.0,,,
116100,2013,SC,Não,Sim,Não,,,,428.0,,,
116101,2013,SC,Não,Sim,Não,,,,3000.0,,,
116102,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,792.0,Sim ,Não,Não
116103,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,962.0,Sim ,Não,Não
116104,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,675.0,Sim ,Não,Não
116107,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1233.0,Sim ,Não,Não
116108,2013,SC,Não,Sim,Não,,,,637.0,,,
116109,2013,SC,,,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
116110,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,1350.0,Sim ,Não,Não
116111,2013,SC,Não,Sim,Não,,,,892.0,,,
116113,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,9910.0,Sim ,Não,Não
116114,2013,SC,Não,Sim,Não,,,,316.0,,,
116115,2013,SC,Não,Sim,Não,,,,1356.0,,,
116116,2013,SC,Não,Sim,Não,,,,1356.0,,,
116117,2013,SC,Não,Sim,Não,,,,2028.0,,,
116118,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,850.0,Sim ,Não,Não
116119,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
116120,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1214.0,Sim ,Não,Não
116121,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1100.0,Sim ,Sim ,Não
116123,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1580.0,Sim ,Não,Não
116125,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1066.0,Sim ,Não,Não
116126,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2200.0,Sim ,Sim ,Não
116127,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1892.0,Sim ,Não,Não
116128,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2600.0,Sim ,Não,Não
116129,2013,SC,Não,Sim,Não,,,,992.0,,,
116130,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1125.0,Sim ,Não,Não
116131,2013,SC,Não,Sim,Não,,,,1000.0,,,
116133,2013,SC,Não,Sim,Não,,,,1725.0,,,
116134,2013,SC,Não,Sim,Não,,,,1178.0,,,
116136,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,733.0,Sim ,Não,Não
116137,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,628.0,Sim ,Não,Não
116138,2013,SC,Não,Sim,Não,,,,818.0,,,
116139,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1559.0,Sim ,Não,Não
116140,2013,SC,Não,Sim,Não,,,,417.0,,,
116141,2013,SC,Não,Sim,Não,,,,250.0,,,
116142,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,800.0,Sim ,Não,Não
116143,2013,SC,Não,Sim,Não,,,,135.0,,,
116144,2013,SC,Não,Sim,Não,,,,375.0,,,
116146,2013,SC,Não,Sim,Não,,,,500.0,,,
116147,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,316.0,Sim ,Não,Não
116148,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1360.0,Sim ,Não,Não
116150,2013,SC,Não,Sim,Não,,,,1356.0,,,
116151,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,500.0,Não,Sim ,Não
116152,2013,SC,Não,Sim,Não,,,,450.0,,,
116153,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,614.0,Sim ,Não,Não
116154,2013,SC,Não,Sim,Não,,,,359.0,,,
116155,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
116156,2013,SC,Não,Sim,Não,,,,1189.0,,,
116157,2013,SC,Não,Sim,Não,,,,1450.0,,,
116158,2013,SC,Não,Sim,Não,,,,366.0,,,
116159,2013,SC,Não,Sim,Não,,,,1028.0,,,
116160,2013,SC,Não,Sim,Não,,,,678.0,,,
116161,2013,SC,Não,Sim,Não,,,,123.0,,,
116162,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,833.0,Sim ,Não,Não
116163,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,5600.0,Sim ,Não,Não
116164,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2416.0,Sim ,Sim ,Não
116165,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1050.0,Sim ,Não,Não
116166,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2844.0,Sim ,Sim ,Não
116167,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,650.0,Sim ,Não,Não
116168,2013,SC,Sim,Sim,Não,,,,4300.0,,,
116169,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1266.0,Sim ,Sim ,Não
116170,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1250.0,Sim ,Não,Não
116171,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,1666.0,Sim ,Sim ,Não
116172,2013,SC,Não,Não,Não,,,,1017.0,,,
116173,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1100.0,Sim ,Não,Não
116174,2013,SC,Não,Sim,Não,,,,1878.0,,,
116175,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
116176,2013,SC,Não,Sim,Sim ,Não,Sim ,Sim ,1300.0,Sim ,Não,Não
116177,2013,SC,Não,Sim,Não,,,,678.0,,,
116178,2013,SC,Não,Sim,Não,,,,678.0,,,
116181,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1014.0,Sim ,Não,Não
116182,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,750.0,Sim ,Não,Não
116183,2013,SC,Não,Sim,Não,,,,1000.0,,,
116184,2013,SC,Não,Sim,Não,,,,194.0,,,
116185,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,333.0,Sim ,Não,Não
116187,2013,SC,Não,Sim,Não,,,,1678.0,,,
116188,2013,SC,Não,Sim,Não,,,,835.0,,,
116189,2013,SC,Não,Sim,Não,,,,2178.0,,,
116190,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,575.0,Sim ,Não,Não
116191,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,500.0,Sim ,Não,Não
116192,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1389.0,Sim ,Não,Não
116193,2013,SC,Não,Sim,Não,,,,678.0,,,
116194,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,889.0,Sim ,Não,Não
116195,2013,SC,Não,Não,Não,,,,100.0,,,
116197,2013,SC,Sim,Não,Não,,,,3000.0,,,
116203,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3300.0,Sim ,Não,Não
116207,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1000.0,Sim ,Não,Não
116211,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1200.0,Sim ,Não,Não
116213,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Sim ,Não
116218,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,807.0,Não,Não,Não
116219,2013,SC,Não,Não,Não,,,,600.0,,,
116221,2013,SC,Sim,Sim,Sim ,Não,Sim ,Não,3000.0,Sim ,Não,Não
116225,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,785.0,Sim ,Sim ,Não
116226,2013,SC,Não,Não,Não,,,,1928.0,,,
116227,2013,SC,Sim,Não,Não,,,,2839.0,,,
116228,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
116230,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1100.0,Sim ,Não,Não
116231,2013,SC,Não,Não,Não,,,,1089.0,,,
116232,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1551.0,Sim ,Não,Não
116236,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1150.0,Não,Não,Não
116237,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2766.0,Sim ,Não,Não
116240,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1800.0,Sim ,Não,Não
116241,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2250.0,Sim ,Não,Não
116242,2013,SC,Não,Não sabe,Sim ,Não,Não,Sim ,1471.0,Sim ,Sim ,Não
116243,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,900.0,Sim ,Não,Não
116244,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1050.0,Sim ,Não,Não
116245,2013,SC,Não,Não,Não,,,,2000.0,,,
116246,2013,SC,Não,Não,Não,,,,650.0,,,
116247,2013,SC,Não,Não,Não,,,,1750.0,,,
116248,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1200.0,Sim ,Não,Não
116249,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,406.0,Não,Não,Não
116251,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,925.0,Sim ,Não,Não
116253,2013,SC,Não,Sim,Não,,,,1750.0,,,
116256,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1300.0,Sim ,Não,Não
116257,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,733.0,Não,Não,Não
116262,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Não,Não
116270,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2200.0,Sim ,Sim ,Não
116281,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2094.0,Sim ,Sim ,Não
116284,2013,SC,Sim,Não,Não,,,,2500.0,,,
116286,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,833.0,Sim ,Não,Não
116291,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,9000.0,Sim ,Não,Não
116292,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,12000.0,Sim ,Não,Não
116293,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,7550.0,Sim ,Não,Não
116295,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,4500.0,Sim ,Não,Não
116300,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,750.0,Sim ,Não,Não
116302,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1200.0,Sim ,Sim ,Não
116303,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,4333.0,Sim ,Sim ,Não
116304,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,600.0,Sim ,Não,Não
116305,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
116308,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1500.0,Sim ,Não,Não
116309,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1780.0,Sim ,Não,Não
116310,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1226.0,Sim ,Não,Não
116311,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1200.0,Sim ,Não,Não
116312,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3150.0,Sim ,Não,Não
116315,2013,SC,Não,Não,Não,,,,1950.0,,,
116317,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,678.0,Sim ,Não,Não
116319,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2950.0,Sim ,Não,Não
116320,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3000.0,Sim ,Não,Não
116321,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1125.0,Sim ,Sim ,Não
116325,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1833.0,Sim ,Não,Não
116326,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1839.0,Sim ,Não,Não
116328,2013,SC,Não,Não,Não,,,,675.0,,,
116329,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1125.0,Sim ,Sim ,Não
116330,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
116331,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2700.0,Sim ,Não,Não
116332,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1356.0,Sim ,Não,Não
116333,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2000.0,Sim ,Sim ,Não
116335,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3000.0,Sim ,Não,Não
116336,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,510.0,Sim ,Não,Não
116338,2013,SC,Sim,Não,Não,,,,925.0,,,
116339,2013,SC,Sim,Não,Não,,,,839.0,,,
116340,2013,SC,Não,Não,Não,,,,850.0,,,
116341,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1090.0,Sim ,Não,Não
116342,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1145.0,Sim ,Não,Não
116343,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1032.0,Sim ,Não,Não
116344,2013,SC,Não,Sim,Não,,,,1833.0,,,
116346,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,973.0,Sim ,Não,Não
116347,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,933.0,Sim ,Não,Não
116350,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,1475.0,Sim ,Não,Não
116351,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,5000.0,Não,Não,Não
116352,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2126.0,Sim ,Não,Não
116353,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1175.0,Sim ,Não,Não
116355,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,800.0,Sim ,Não,Não
116356,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,800.0,Sim ,Não,Não
116357,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,419.0,Sim ,Não,Não
116358,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,250.0,Sim ,Sim ,Não
116359,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1333.0,Sim ,Não,Não
116361,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1000.0,Sim ,Não,Não
116362,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,859.0,Sim ,Não,Não
116363,2013,SC,Não,Não,Não,,,,1356.0,,,
116364,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,401.0,Sim ,Não,Não
116365,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,574.0,Sim ,Sim ,Não
116366,2013,SC,Não,Não,Sim ,Não,Não,Sim ,725.0,Sim ,Não,Não
116369,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2025.0,Sim ,Sim ,Não
116370,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1400.0,Sim ,Não,Não
116371,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
116372,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,950.0,Sim ,Não,Não
116373,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1250.0,Sim ,Não,Não
116374,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2666.0,Sim ,Não,Não
116375,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,559.0,Sim ,Não,Não
116376,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,700.0,Sim ,Não,Não
116379,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1920.0,Sim ,Não,Não
116380,2013,SC,Não,Não,Não,,,,1450.0,,,
116381,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1650.0,Sim ,Não,Não
116382,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1750.0,Sim ,Não,Não
116383,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,983.0,Sim ,Não,Não
116385,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2250.0,Sim ,Não,Não
116386,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,10400.0,Sim ,Não,Não
116388,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2833.0,Sim ,Não,Não
116390,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,813.0,Sim ,Não,Não
116391,2013,SC,Sim,Não,Não,,,,679.0,,,
116392,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,750.0,Sim ,Não,Não
116393,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,939.0,Sim ,Não,Não
116394,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2466.0,Sim ,Sim ,Não
116395,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2000.0,Sim ,Não,Não
116396,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2500.0,Sim ,Não,Não
116397,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1643.0,Sim ,Não,Não
116398,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2066.0,Sim ,Não,Não
116401,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,4255.0,Sim ,Não,Não
116403,2013,SC,Sim,Sim,Não,,,,1035.0,,,
116404,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,2316.0,Sim ,Não,Não
116405,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,300.0,Sim ,Não,Não
116406,2013,SC,Sim,Não,Não,,,,1378.0,,,
116407,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2678.0,Sim ,Não,Não
116408,2013,SC,Não,Não,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
116409,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Não,Não
116410,2013,SC,Não,Não,Não,,,,1075.0,,,
116411,2013,SC,Não,Sim,Não,,,,1219.0,,,
116415,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3500.0,Sim ,Não,Não
116417,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1340.0,Sim ,Sim ,Não
116419,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2406.0,Sim ,Não,Não
116421,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2300.0,Sim ,Não,Não
116423,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,837.0,Sim ,Sim ,Não
116424,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1450.0,Sim ,Não,Não
116425,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1926.0,Sim ,Não,Não
116427,2013,SC,Não,Não,Não,,,,679.0,,,
116428,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1150.0,Sim ,Não,Não
116429,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,933.0,Sim ,Não,Não
116431,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,324.0,Não,Não,Não
116432,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,4600.0,Sim ,Não,Não
116433,2013,SC,Não,Não,Não,,,,675.0,,,
116434,2013,SC,Não,Sim,Não,,,,1500.0,,,
116435,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,465.0,Sim ,Não,Não
116436,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,866.0,Sim ,Não,Não
116438,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1350.0,Sim ,Não,Não
116441,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,725.0,Sim ,Não,Não
116442,2013,SC,Não,Não,Não,,,,1118.0,,,
116443,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1475.0,Sim ,Não,Não
116445,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3887.0,Sim ,Não,Não
116446,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1100.0,Sim ,Não,Não
116447,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3400.0,Sim ,Não,Não
116448,2013,SC,Não,Sim,Não,,,,271.0,,,
116451,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,575.0,Sim ,Não,Não
116452,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1500.0,Sim ,Sim ,Não
116453,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
116454,2013,SC,Não,Não,Sim ,Não,Não,Sim ,575.0,Sim ,Não,Não
116455,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,750.0,Sim ,Não,Não
116456,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,575.0,Não,Não,Não
116457,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1050.0,Sim ,Não,Não
116458,2013,SC,Não,Não,Não,,,,1700.0,,,
116460,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,375.0,Sim ,Não,Não
116461,2013,SC,Não,Sim,Não,,,,893.0,,,
116464,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,666.0,Sim ,Sim ,Não
116465,2013,SC,Não,Não,Sim ,Não,Não,Sim ,500.0,Sim ,Não,Não
116466,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1250.0,Sim ,Não,Não
116468,2013,SC,Sim,Não,Não,,,,3350.0,,,
116471,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,350.0,Sim ,Não,Não
116474,2013,SC,Não,Sim,Sim ,Não,Não,Não,833.0,Sim ,Não,Não
116475,2013,SC,Não,Não,Não,,,,550.0,,,
116476,2013,SC,Não,Sim,Não,,,,974.0,,,
116477,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,616.0,Sim ,Não,Não
116479,2013,SC,Não,Sim,Não,,,,700.0,,,
116480,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,850.0,Sim ,Não,Não
116481,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,650.0,Sim ,Sim ,Não
116483,2013,SC,Não,Não,Não,,,,1000.0,,,
116484,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,5800.0,Sim ,Não,Não
116485,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
116486,2013,SC,Não,Não,Sim ,Não,Não,Sim ,726.0,Sim ,Não,Não
116488,2013,SC,Sim,Não,Não,,,,678.0,,,
116489,2013,SC,Sim,Não,Não,,,,678.0,,,
116490,2013,SC,Sim,Não,Sim ,Não,Sim ,Não,386.0,Sim ,Não,Não
116491,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,590.0,Sim ,Não,Não
116494,2013,SC,Sim,Não,Não,,,,2400.0,,,
116495,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,5500.0,Sim ,Sim ,Não
116496,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3166.0,Sim ,Não,Não
116497,2013,SC,Não,Não,Sim ,Não,Não,Sim ,4000.0,Sim ,Não,Não
116499,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,7000.0,Sim ,Sim ,Sim 
116501,2013,SC,Não,Sim,Não,,,,2300.0,,,
116503,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1250.0,Sim ,Não,Não
116505,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1419.0,Sim ,Não,Não
116506,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2475.0,Sim ,Sim ,Não
116509,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1505.0,Sim ,Não,Não
116510,2013,SC,Sim,Não,Não,,,,1039.0,,,
116512,2013,SC,Não,Sim,Não,,,,678.0,,,
116513,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2666.0,Sim ,Não,Não
116514,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1029.0,Sim ,Não,Não
